"tx_id","tx_name","tx_chrom","tx_strand","tx_start","tx_end"
633,"Bra000637","A03","+",12200869,12202933
634,"Bra000638","A03","-",12205693,12210121
635,"Bra000639","A03","-",12227202,12231253
636,"Bra000640","A03","-",12238918,12241307
637,"Bra000641","A03","-",12243001,12248507
638,"Bra000642","A03","-",12249396,12250836
639,"Bra000643","A03","+",12251416,12252782
640,"Bra000644","A03","+",12252786,12255142
641,"Bra000645","A03","+",12257111,12258661
642,"Bra000646","A03","-",12269875,12271754
643,"Bra000647","A03","-",12272521,12275780
644,"Bra000648","A03","-",12296212,12297307
645,"Bra000649","A03","-",12302800,12304619
646,"Bra000650","A03","+",12310671,12313105
647,"Bra000651","A03","+",12324185,12324710
648,"Bra000652","A03","-",12329337,12331004
649,"Bra000653","A03","+",12335161,12336659
650,"Bra000654","A03","+",12338107,12338652
651,"Bra000655","A03","-",12338326,12340902
652,"Bra000656","A03","-",12341814,12344169
653,"Bra000657","A03","-",12345956,12350016
654,"Bra000658","A03","-",12352406,12353710
655,"Bra000659","A03","+",12355914,12357704
656,"Bra000660","A03","+",12363309,12364564
657,"Bra000661","A03","+",12366415,12368486
658,"Bra000662","A03","+",12370891,12372716
659,"Bra000663","A03","-",12373308,12375527
660,"Bra000664","A03","+",12376421,12377510
661,"Bra000665","A03","+",12378723,12381164
662,"Bra000666","A03","-",12381589,12382439
663,"Bra000667","A03","+",12388409,12393071
664,"Bra000668","A03","-",12393195,12395003
665,"Bra000669","A03","-",12397687,12399724
666,"Bra000670","A03","+",12399923,12400723
667,"Bra000671","A03","+",12404011,12404770
668,"Bra000672","A03","-",12404825,12406637
669,"Bra000673","A03","+",12411984,12413004
670,"Bra000674","A03","-",12411836,12416973
671,"Bra000675","A03","+",12419944,12422694
672,"Bra000676","A03","-",12423949,12424779
673,"Bra000677","A03","+",12424830,12426353
674,"Bra000678","A03","+",12427378,12428557
675,"Bra000679","A03","-",12428902,12431461
676,"Bra000680","A03","+",12437188,12438320
677,"Bra000681","A03","-",12444817,12448252
678,"Bra000682","A03","-",12451333,12451693
679,"Bra000683","A03","-",12461769,12464177
680,"Bra000684","A03","+",12467746,12470664
681,"Bra000685","A03","-",12476633,12478163
682,"Bra000686","A03","+",12480790,12483616
683,"Bra000687","A03","-",12489922,12491118
684,"Bra000688","A03","-",12495892,12497725
685,"Bra000689","A03","+",12499948,12501949
686,"Bra000690","A03","+",12502537,12505716
687,"Bra000691","A03","-",12507905,12511147
688,"Bra000692","A03","+",12518309,12519310
689,"Bra000693","A03","-",12519641,12521506
690,"Bra000694","A03","+",12523355,12524511
691,"Bra000695","A03","-",12534324,12534735
692,"Bra000696","A03","-",12545133,12546947
693,"Bra000697","A03","+",12553391,12554963
694,"Bra000698","A03","-",12554301,12557475
695,"Bra000699","A03","+",12560319,12561430
696,"Bra000700","A03","-",12562039,12564883
697,"Bra000701","A03","+",12565089,12566438
698,"Bra000702","A03","+",12568620,12571361
699,"Bra000703","A03","+",12571975,12572944
700,"Bra000704","A03","-",12573112,12574836
701,"Bra000705","A03","-",12575289,12576099
702,"Bra000706","A03","+",12581678,12582165
703,"Bra000707","A03","+",12588127,12590901
704,"Bra000708","A03","+",12593292,12594886
705,"Bra000709","A03","-",12594944,12596496
706,"Bra000710","A03","-",12601983,12609938
707,"Bra000711","A03","-",12616630,12617944
708,"Bra000712","A03","+",12621426,12623047
709,"Bra000713","A03","+",12641809,12647133
710,"Bra000714","A03","-",12648027,12652722
711,"Bra000715","A03","+",12656025,12658675
712,"Bra000716","A03","-",12659704,12660942
713,"Bra000717","A03","+",12666233,12668637
714,"Bra000718","A03","+",12675016,12678554
715,"Bra000719","A03","-",12678666,12683178
716,"Bra000720","A03","+",12684377,12686094
717,"Bra000721","A03","-",12689305,12691954
718,"Bra000722","A03","-",12693333,12694067
719,"Bra000723","A03","-",12695080,12695784
720,"Bra000724","A03","+",12696830,12700209
721,"Bra000725","A03","+",12702138,12703812
722,"Bra000726","A03","+",12704735,12704963
723,"Bra000727","A03","+",12708422,12711442
724,"Bra000728","A03","-",12713833,12714691
725,"Bra000729","A03","-",12715165,12721026
726,"Bra000730","A03","-",12722328,12724350
727,"Bra000731","A03","+",12730364,12733086
728,"Bra000732","A03","-",12734236,12736134
729,"Bra000733","A03","+",12752277,12757407
730,"Bra000734","A03","+",12758402,12763256
731,"Bra000735","A03","-",12765597,12767576
732,"Bra000736","A03","-",12771318,12772220
733,"Bra000737","A03","+",12783063,12790765
734,"Bra000738","A03","+",12791025,12801611
735,"Bra000739","A03","-",12814229,12816266
736,"Bra000740","A03","+",12817528,12819642
737,"Bra000741","A03","-",12819590,12821892
738,"Bra000742","A03","+",12825458,12829145
739,"Bra000743","A03","-",12831075,12835668
740,"Bra000744","A03","+",12837019,12839634
741,"Bra000745","A03","+",12845270,12847497
742,"Bra000746","A03","+",12848662,12851776
743,"Bra000747","A03","-",12854284,12857771
744,"Bra000748","A03","+",12870183,12871727
745,"Bra000749","A03","+",12875877,12877835
746,"Bra000750","A03","-",12878732,12880431
747,"Bra000751","A03","-",12882377,12883424
748,"Bra000752","A03","-",12893240,12903307
749,"Bra000753","A03","-",12911101,12914510
750,"Bra000754","A03","+",12916899,12918793
751,"Bra000755","A03","+",12920197,12921999
752,"Bra000756","A03","-",12924410,12927158
753,"Bra000757","A03","-",12928829,12931928
754,"Bra000758","A03","-",12932443,12935801
755,"Bra000759","A03","+",12937651,12941706
756,"Bra000760","A03","+",12942992,12946644
757,"Bra000761","A03","-",12948009,12952385
758,"Bra000762","A03","+",12952950,12955143
759,"Bra000763","A03","-",12956998,12958181
760,"Bra000764","A03","-",12959982,12960651
761,"Bra000765","A03","-",12962422,12962629
762,"Bra000766","A03","+",12964338,12966783
763,"Bra000767","A03","+",12967190,12968982
764,"Bra000768","A03","-",12969490,12971450
765,"Bra000769","A03","-",12972304,12974673
766,"Bra000770","A03","+",12983855,12984833
767,"Bra000772","A03","-",12987239,12987910
768,"Bra000773","A03","-",12996932,13000213
769,"Bra000774","A03","+",13011763,13017092
770,"Bra000775","A03","-",13032364,13033883
771,"Bra000776","A03","+",13039778,13041895
772,"Bra000777","A03","-",13044321,13044938
773,"Bra000778","A03","-",13053712,13054585
774,"Bra000779","A03","+",13079944,13083216
775,"Bra000780","A03","+",13091398,13092760
776,"Bra000781","A03","+",13099028,13100352
777,"Bra000782","A03","+",13101059,13104544
778,"Bra000783","A03","+",13111440,13113577
779,"Bra000784","A03","+",13114400,13115320
780,"Bra000785","A03","+",13117403,13119799
781,"Bra000786","A03","-",13119193,13119757
782,"Bra000787","A03","+",13126282,13128288
783,"Bra000788","A03","+",13129042,13138335
784,"Bra000789","A03","+",13151430,13156250
785,"Bra000790","A03","-",13156299,13156934
786,"Bra000791","A03","+",13160602,13165770
787,"Bra000792","A03","-",13165453,13166152
788,"Bra000793","A03","+",13170922,13173965
789,"Bra000794","A03","+",13176695,13180405
790,"Bra000795","A03","+",13181181,13182375
791,"Bra000796","A03","+",13185704,13188694
792,"Bra000797","A03","+",13193186,13195847
793,"Bra000798","A03","+",13220727,13223156
794,"Bra000799","A03","+",13235548,13238775
795,"Bra000800","A03","+",13243654,13246365
796,"Bra000801","A03","-",13247371,13247951
797,"Bra000802","A03","-",13249645,13251176
798,"Bra000803","A03","+",13253457,13258149
799,"Bra000804","A03","-",13260434,13261904
800,"Bra000805","A03","+",13272574,13276560
801,"Bra000806","A03","+",13283982,13285298
802,"Bra000807","A03","-",13289470,13293793
803,"Bra000808","A03","-",13298527,13304241
804,"Bra000809","A03","-",13304458,13309837
805,"Bra000810","A03","-",13310116,13312306
806,"Bra000811","A03","+",13316964,13318108
807,"Bra000812","A03","-",13319195,13320259
808,"Bra000813","A03","-",13322434,13323120
809,"Bra000814","A03","-",13331534,13334325
810,"Bra000815","A03","+",13342330,13343366
811,"Bra000816","A03","-",13345373,13346461
812,"Bra000817","A03","-",13347647,13348853
813,"Bra000818","A03","-",13349225,13351554
814,"Bra000819","A03","-",13354519,13355640
815,"Bra000820","A03","-",13359187,13364519
816,"Bra000821","A03","+",13366529,13367689
817,"Bra000822","A03","+",13370941,13374597
818,"Bra000823","A03","+",13381348,13382854
819,"Bra000824","A03","+",13384766,13386491
820,"Bra000825","A03","-",13391323,13392962
821,"Bra000826","A03","-",13397792,13399613
822,"Bra000827","A03","+",13401152,13405706
823,"Bra000828","A03","-",13406800,13407576
824,"Bra000829","A03","+",13407750,13408812
825,"Bra000830","A03","-",13410600,13411461
826,"Bra000831","A03","+",13414823,13416235
827,"Bra000832","A03","+",13418209,13420141
828,"Bra000833","A03","+",13420940,13421147
829,"Bra000834","A03","+",13424929,13426248
830,"Bra000835","A03","+",13430998,13433495
831,"Bra000836","A03","-",13438980,13439607
832,"Bra000837","A03","-",13440692,13442097
833,"Bra000838","A03","-",13444109,13448305
834,"Bra000839","A03","+",13448942,13449967
835,"Bra000840","A03","-",13455749,13457537
836,"Bra000841","A03","-",13461925,13462335
837,"Bra000842","A03","+",13463038,13465944
838,"Bra000843","A03","-",13467542,13469870
839,"Bra000844","A03","-",13474727,13477292
840,"Bra000845","A03","-",13479652,13481962
841,"Bra000846","A03","+",13486691,13492113
842,"Bra000847","A03","-",13492721,13494636
843,"Bra000848","A03","-",13498814,13503368
844,"Bra000849","A03","+",13510359,13513379
845,"Bra000850","A03","+",13515281,13516982
846,"Bra000851","A03","-",13520779,13521657
847,"Bra000852","A03","-",13524981,13525233
848,"Bra000853","A03","+",13529916,13532915
849,"Bra000854","A03","-",13533004,13535814
850,"Bra000855","A03","-",13536537,13540521
851,"Bra000856","A03","-",13541695,13543151
852,"Bra000857","A03","-",13544013,13546891
853,"Bra000858","A03","+",13551675,13552924
854,"Bra000859","A03","+",13555765,13557869
855,"Bra000860","A03","-",13558085,13558844
856,"Bra000861","A03","-",13559961,13561439
857,"Bra000862","A03","-",13564729,13566465
858,"Bra000863","A03","-",13567790,13570255
859,"Bra000864","A03","+",13578652,13594394
860,"Bra000865","A03","+",13595815,13599232
861,"Bra000866","A03","+",13601083,13603801
862,"Bra000867","A03","+",13605022,13605964
863,"Bra000868","A03","+",13617144,13621366
864,"Bra000869","A03","+",13622403,13636603
865,"Bra000870","A03","-",13639997,13641608
866,"Bra000871","A03","+",13643797,13644958
867,"Bra000872","A03","+",13645699,13647623
868,"Bra000873","A03","-",13648332,13651057
869,"Bra000874","A03","-",13651514,13656312
870,"Bra000875","A03","+",13661645,13663088
871,"Bra000876","A03","+",13665107,13666427
872,"Bra000877","A03","-",13668998,13671383
873,"Bra000878","A03","+",13676281,13683499
874,"Bra000879","A03","+",13685541,13688181
875,"Bra000880","A03","+",13690053,13692324
876,"Bra000881","A03","+",13697450,13699478
877,"Bra000882","A03","+",13701166,13703650
878,"Bra000883","A03","-",13703642,13707779
879,"Bra000884","A03","+",13716411,13717292
880,"Bra000885","A03","-",13723552,13724783
881,"Bra000886","A03","-",13733472,13734021
882,"Bra000887","A03","+",13735320,13736680
883,"Bra000888","A03","-",13738919,13740874
884,"Bra000889","A03","+",13745673,13752154
885,"Bra000890","A03","-",13760273,13760813
886,"Bra000891","A03","+",13763272,13766238
887,"Bra000892","A03","+",13773400,13775083
888,"Bra000893","A03","-",13777889,13780313
889,"Bra000894","A03","+",13782853,13786881
890,"Bra000895","A03","-",13791505,13793573
891,"Bra000896","A03","-",13793982,13801383
892,"Bra000897","A03","-",13801744,13805810
893,"Bra000898","A03","+",13820916,13823469
894,"Bra000899","A03","-",13823626,13824043
895,"Bra000900","A03","-",13824450,13828474
896,"Bra000901","A03","-",13829432,13831336
897,"Bra000902","A03","+",13831927,13834456
898,"Bra000903","A03","+",13843003,13845343
899,"Bra000904","A03","+",13849595,13851747
900,"Bra000905","A03","+",13867351,13868928
901,"Bra000906","A03","+",13869864,13871268
902,"Bra000907","A03","+",13878797,13880257
903,"Bra000908","A03","-",13880235,13882419
904,"Bra000909","A03","+",13882560,13884247
905,"Bra000910","A03","-",13883839,13884256
906,"Bra000911","A03","-",13885332,13887586
907,"Bra000912","A03","+",13889118,13891396
908,"Bra000913","A03","+",13891972,13894165
909,"Bra000914","A03","+",13901078,13903292
910,"Bra000915","A03","+",13904662,13909983
911,"Bra000916","A03","-",13910207,13910970
912,"Bra000917","A03","+",13917297,13917615
913,"Bra000918","A03","+",13924442,13926055
914,"Bra000919","A03","+",13928625,13933638
915,"Bra000920","A03","-",13933910,13935518
916,"Bra000921","A03","+",13940164,13941526
917,"Bra000922","A03","+",13943680,13943914
918,"Bra000923","A03","-",13948341,13950239
919,"Bra000924","A03","+",13956157,13957176
920,"Bra000925","A03","-",13972318,13974466
921,"Bra000926","A03","-",13981534,13983376
922,"Bra000927","A03","-",13987138,13988300
923,"Bra000928","A03","+",13990794,13993460
924,"Bra000929","A03","-",13994431,13995519
925,"Bra000930","A03","+",14011533,14014008
926,"Bra000931","A03","+",14014715,14017588
927,"Bra000932","A03","-",14017625,14019616
928,"Bra000933","A03","-",14022152,14024339
929,"Bra000934","A03","+",14027858,14028526
930,"Bra000935","A03","+",14029041,14031662
931,"Bra000936","A03","+",14031458,14042302
932,"Bra000937","A03","-",14054063,14058482
933,"Bra000938","A03","+",14059115,14060340
934,"Bra000939","A03","+",14061160,14063135
935,"Bra000940","A03","+",14063557,14066097
936,"Bra000941","A03","+",14069317,14070458
937,"Bra000942","A03","-",14074056,14075888
938,"Bra000943","A03","-",14080494,14083878
939,"Bra000944","A03","+",14091766,14095061
940,"Bra000945","A03","-",14094717,14096026
941,"Bra000946","A03","+",14105255,14107066
942,"Bra000947","A03","+",14108744,14110390
943,"Bra000948","A03","-",14110445,14112602
944,"Bra000949","A03","-",14113819,14118875
945,"Bra000950","A03","-",14120194,14122270
946,"Bra000951","A03","+",14123092,14125164
947,"Bra000952","A03","-",14125998,14130661
948,"Bra000953","A03","-",14131384,14133226
949,"Bra000954","A03","+",14133192,14136421
950,"Bra000955","A03","+",14137245,14139615
951,"Bra000956","A03","-",14139617,14141687
952,"Bra000957","A03","-",14142440,14143971
953,"Bra000958","A03","+",14146272,14149216
954,"Bra000959","A03","+",14149326,14153017
955,"Bra000960","A03","+",14158645,14159545
956,"Bra000961","A03","+",14161025,14164299
957,"Bra000962","A03","-",14164395,14167876
958,"Bra000963","A03","-",14168213,14171363
959,"Bra000964","A03","+",14175191,14175680
960,"Bra000965","A03","-",14175482,14179796
961,"Bra000966","A03","+",14179900,14181867
962,"Bra000967","A03","+",14182871,14187027
963,"Bra000968","A03","-",14187303,14188535
964,"Bra000969","A03","+",14192372,14194758
965,"Bra000970","A03","+",14198593,14201635
966,"Bra000971","A03","+",14204547,14207085
967,"Bra000972","A03","-",14207094,14216911
968,"Bra000973","A03","-",14219016,14223726
969,"Bra000974","A03","+",14235252,14236917
970,"Bra000975","A03","+",14237662,14238782
971,"Bra000976","A03","+",14242296,14245428
972,"Bra000977","A03","-",14245763,14247513
973,"Bra000978","A03","+",14251334,14253225
974,"Bra000979","A03","+",14259553,14260230
975,"Bra000980","A03","+",14288953,14289367
976,"Bra000981","A03","-",14289038,14291997
977,"Bra000982","A03","+",14293457,14293809
978,"Bra000983","A03","-",14293304,14296185
979,"Bra000984","A03","-",14296353,14298820
980,"Bra000985","A03","-",14299409,14299835
981,"Bra000986","A03","+",14300564,14301688
982,"Bra000987","A03","-",14301358,14305778
983,"Bra000988","A03","-",14306434,14308102
984,"Bra000989","A03","+",14308382,14309728
985,"Bra000990","A03","-",14309895,14313425
986,"Bra000991","A03","-",14314667,14315754
987,"Bra000992","A03","-",14316469,14316944
988,"Bra000993","A03","+",14317466,14321228
989,"Bra000994","A03","+",14321793,14324772
990,"Bra000995","A03","-",14324242,14324653
991,"Bra000996","A03","-",14325370,14329101
992,"Bra000997","A03","-",14329951,14332461
993,"Bra000998","A03","-",14333494,14335382
994,"Bra000999","A03","-",14336303,14339513
995,"Bra001000","A03","-",14341189,14345356
996,"Bra001001","A03","+",14346267,14348196
997,"Bra001002","A03","+",14348725,14349400
998,"Bra001003","A03","+",14350038,14352305
999,"Bra001004","A03","+",14352533,14356262
1000,"Bra001005","A03","+",14365017,14365921
1001,"Bra001006","A03","-",14376134,14377616
1002,"Bra001007","A03","+",14378211,14378812
1003,"Bra001008","A03","+",14391497,14398338
1004,"Bra001009","A03","+",14399684,14401258
1005,"Bra001010","A03","-",14401243,14403358
1006,"Bra001011","A03","+",14404036,14406356
1007,"Bra001012","A03","+",14407358,14409731
1008,"Bra001013","A03","+",14410256,14410924
1009,"Bra001014","A03","+",14414188,14415066
1010,"Bra001015","A03","+",14415758,14416406
1011,"Bra001016","A03","-",14416566,14417207
1012,"Bra001017","A03","-",14417450,14418959
1013,"Bra001018","A03","+",14419804,14420246
1014,"Bra001019","A03","+",14420494,14421611
1015,"Bra001020","A03","+",14424340,14427177
1016,"Bra001021","A03","+",14430496,14434664
1017,"Bra001022","A03","+",14434664,14437396
1018,"Bra001023","A03","-",14438698,14443867
1019,"Bra001024","A03","-",14451831,14452626
1020,"Bra001025","A03","-",14453902,14456356
1021,"Bra001026","A03","-",14457153,14458315
1022,"Bra001027","A03","+",14458716,14461078
1023,"Bra001028","A03","-",14461159,14462638
1024,"Bra001029","A03","-",14463375,14464505
1025,"Bra001030","A03","+",14467796,14469778
1026,"Bra001031","A03","-",14470441,14471691
1027,"Bra001032","A03","+",14476279,14479645
1028,"Bra001033","A03","+",14481391,14482924
1029,"Bra001034","A03","-",14483176,14486880
1030,"Bra001035","A03","+",14490689,14492186
1031,"Bra001036","A03","+",14492617,14495028
1032,"Bra001037","A03","+",14496859,14499238
1033,"Bra001038","A03","-",14504650,14507666
