marker,chr,pos,trait1,trait2,trait3,trait4,trait5
A09x31601234,A09,106.0706734,0.01813485,0.002157173,0.003139538,0.049426055,0.305962048
A09x31617570,A09,106.8973671,0.159551376,7.33E-05,0.005342195,0.007909361,0.145371497
A09x31660053,A09,107.3053266,0.217340753,4.58E-06,0.006167723,0.025578906,0.21171767
A09x31696187,A09,107.7134965,0.194953349,0.000936538,0.007388476,0.01954624,0.207781212
A09x31812415,A09,108.1216664,0.070748165,0.002138435,0.02218547,0.001922696,0.174540285
A09x31921099,A09,108.5298362,0.040678738,2.88E-06,0.037082415,0.009727029,0.207803733
A09x31997335,A09,108.9380061,0.003938768,0.00586854,0.035906445,0.001487085,0.276922976
A09x32028764,A09,109.346176,0.009002376,4.03E-05,0.022544306,0.008601692,0.37895341
A09x32040281,A09,109.7543458,0.000651529,0.000119831,0.020547922,0.045783697,0.456300782
A09x32085923,A09,110.1625157,0.00720397,0.017608868,0.047658314,0.048601848,0.704803946
A09x32173694,A09,110.5702616,0.001299761,0.000483768,0.007097008,0.156105566,0.782395797
A09x32285047,A09,111.8262005,0.008193171,0.004503166,0.017741632,0.131444328,0.806158361
A09x32346664,A09,112.2337362,0.002468371,0.032262349,0.059925554,0.054619139,0.58256553
A09x32372540,A09,113.0603833,0.005441958,0.002847039,0.09462324,0.014611992,0.495830818
A09x32415670,A09,113.468343,0.035357432,0.017422739,0.187639447,0.001628174,0.304667657
A09x32517386,A09,113.8765129,0.003129028,0.003005595,0.166441854,0.012039023,0.165472975
A09x32702765,A09,114.2844724,0.028471615,0.072517937,0.129640363,0.006991099,0.145006212
A09x32810744,A09,115.1113783,0.044606326,0.002819225,0.116909192,0.023337534,0.134209591
A09x32890600,A09,115.5191266,0.028430376,0.000372999,0.096692809,0.00443196,0.246802654
A09x33224026,A09,116.3476042,0.028194083,0.009123468,0.196243752,0.000201412,0.233303809
A09x33235210,A09,117.1750725,0.010537745,0.013893286,0.097140603,1.49E-06,0.092070538
A09x33350912,A09,118.0035487,0.000225267,0.041887649,0.225250479,0.00801051,0.06553624
A09x33596443,A09,118.4116238,0.000375047,0.004656153,0.26422369,0.000169769,0.133807148
A09x33669412,A09,118.8206839,0.025747595,0.088888873,0.227273184,0.001277129,0.19257001
A09x33792799,A09,119.228655,0.053767827,0.057021961,0.376043777,0.014712413,0.351242574
A09x34073135,A09,121.8444208,0.015092529,0.370223184,0.479176537,0.028633363,0.059135274
A09x34104329,A09,121.8444219,0.015092468,0.370223174,0.479176567,0.028633389,0.059135342
A09x34062542,A09,122.2534026,0.016162359,0.221510628,0.535717997,0.008599481,0.124453479
A09x34033781,A09,122.6622125,0.023783703,0.169981193,0.603213997,0.002471359,0.175692333
A09x33896102,A09,123.0539271,0.030158207,0.193367169,0.549689345,0.016940556,0.220829466
A09x34161171,A09,125.5747333,0.000318947,0.363023743,0.373995341,0.019503505,0.043165308
A09x34261192,A09,126.7635622,0.031738323,0.275509534,0.377057455,0.011435581,0.038864027
A09x34280767,A09,127.5912013,0.076960927,0.187120719,0.245430283,0.01883866,0.063563436
A09x34427671,A09,129.2908874,0.080439349,0.090640742,0.14368447,0.10302232,0.045303555
A09x34452870,A09,129.6984429,0.173120011,0.012909691,0.163361372,0.063211896,0.127438946
A09x34631295,A09,131.8462454,0.146454563,0.041450248,0.137959447,0.011798507,0.015109129
A09x34680352,A09,132.6720621,0.066893235,0.005993565,0.094785588,0.048772802,0.032318963
A09x34729051,A09,133.4986023,0.058642398,3.98E-05,0.148977677,0.095929222,0.080736423
A09x34851227,A09,133.9063516,0.056117654,0.000300726,0.164649021,0.080971833,0.090149185
A09x35068513,A09,134.7332591,0.139194125,0.000365677,0.064781704,0.150044455,0.150457342
A09x35198573,A09,135.1412187,0.066897954,0.003553444,0.016697782,0.219572325,0.290995149
A09x35286062,A09,135.5491782,0.041570297,0.005092026,0.034986291,0.289558868,0.346737996
A09x35409316,A09,136.3760857,0.012636731,0.046834646,0.00119333,0.382827279,0.60854578
A09x35597907,A09,136.7840453,0.035701799,0.095299473,0.005941979,0.340010258,0.450041935
A09x35791550,A09,137.1922159,0.096135772,0.023558851,0.003251158,0.165823013,0.391466896
A09x36038604,A09,137.5988172,0.075044016,0.015466018,0.014106611,0.354656456,0.444115159
A09x36211213,A09,138.0069885,0.102817464,1.37E-05,0.017951731,0.25190662,0.584353223
A09x36240693,A09,138.4135897,0.12725064,0.000648491,0.005207289,0.098471557,0.523075163
A09x36262466,A09,138.8217604,0.09429167,3.81E-05,0.012175468,0.109405007,0.326789474
A09x36329115,A09,139.2299303,0.06650451,2.84E-05,0.002342162,0.231151122,0.184303027
A09x36533683,A09,139.637676,0.037053722,0.004405964,0.014780583,0.234841444,0.172510158
A09x36608807,A09,140.8938818,0.020012577,0.014437727,0.003384257,0.065145918,0.053478079
A09x36736945,A09,141.3016276,0.024723963,0.009094924,0.000455693,0.055079318,0.025839674
A09x36667126,A09,141.7097974,0.009770692,0.026324974,0.003673619,0.111553025,0.088178788
A09x37055760,A09,142.1173256,0.023624958,0.005700158,0.001601736,0.136129416,0.1299845
A09x37134459,A09,143.8135914,0.030012187,0.077683053,0.000593499,0.184749152,0.39290846
A09x37142610,A09,144.6390513,0.003390531,0.038747527,0.011305365,0.085440674,0.238100142
A09x37230832,A09,145.0470116,0.00014005,0.04517351,0.009903717,0.113712118,0.187192177
A09x37371713,A09,145.4544059,0.002188751,0.055294869,0.000151363,0.132154255,0.146065228
A09x37432892,A09,145.8621521,0.003894135,0.067463396,0.004579142,0.14724757,0.204963364
A09x37550079,A09,147.1181406,0.007788421,0.079483877,0.041243641,0.080349003,0.365973632
A09x37679372,A09,147.9446168,0.011498171,0.038630173,0.026591108,0.042250214,0.24148692
A09x37863136,A09,148.3525764,0.0001953,0.124107973,0.000830045,0.145149671,0.287987031
A09x38067529,A09,148.7607719,0.016406076,0.071893611,0.000847191,0.049502295,0.330204136
A09x38178258,A09,148.7607729,0.016406167,0.071893502,0.00084718,0.049502274,0.330204058
A09x38266227,A09,149.1689684,1.82E-05,0.207558795,1.63E-05,0.085196279,0.183832149
A09x38352959,A09,149.5771383,0.000909679,0.130305622,0.005909542,0.090381933,0.250922113
A09x38542059,A09,149.9853082,0.004414117,0.110169648,0.019225439,0.238569439,0.293152694
A09x38599148,A09,150.3934781,0.003934018,0.099789087,0.048990529,0.254195274,0.381505554
A09x38655596,A09,150.8016481,0.042041467,0.160132587,0.048954534,0.4410219,0.336017808
A09x38755395,A09,151.1846065,0.011653034,0.057078732,0.056946384,0.198514077,0.209388227
A10x3289895,A10,0,0.366131265,1.400281439,3.174636154,0.259061336,0.26314647
A10x3451750,A10,0.382984245,0.44458778,1.383898693,3.155501754,0.16711984,0.209180082
A10x3167808,A10,0.382985295,0.444587725,1.383898797,3.155501705,0.167119866,0.209180088
A10x3141902,A10,0.791180731,0.373938997,1.608143084,3.30574488,0.199816828,0.147400814
A10x3102185,A10,1.198926583,0.342390254,1.921910327,3.66733787,0.136316178,0.12302079
A10x2853793,A10,2.45513264,0.634838788,1.386477184,4.285720014,0.100636243,0.087794138
A10x2778665,A10,2.862878402,0.677606144,1.33852384,4.339039731,0.041290361,0.162110274
A10x2741921,A10,3.270837966,0.690055062,1.147531869,5.043448305,0.091881468,0.186238336
A10x2712237,A10,4.096868903,0.815695672,0.935145611,4.407462445,0.087567747,0.140601639
A10x2607953,A10,6.244023564,1.140471182,1.072631451,4.700862569,0.001453612,0.080500338
A10x2650443,A10,6.244024614,1.14047131,1.072631465,4.700863479,0.001453616,0.08050044
A10x2563821,A10,6.652333653,1.0949928,1.093547691,4.890800271,7.62E-05,0.089902797
A10x2509273,A10,7.060503553,0.871783623,0.808140136,4.528931845,5.32E-06,0.019115094
A10x2471393,A10,7.46867342,0.6711438,1.257114337,4.776174393,0.000813009,0.027034282
A10x2451451,A10,7.876843288,0.878638531,1.242698494,4.867742832,0.001726809,0.051597687
A10x2347315,A10,8.284802843,0.828074255,1.467163722,5.235145751,0.001063975,0.089496481
A10x2295144,A10,9.111710338,0.891645257,1.227845007,6.347216781,0.014863002,0.203836262
A10x2285628,A10,9.519459583,1.125440714,1.412525979,7.115337378,0.001692418,0.089915414
A10x2281252,A10,10.34636708,1.316034508,1.306446184,7.991243488,0.005998424,0.143366132
A10x2215418,A10,10.75390253,1.391241302,1.508669572,8.256117901,0.043628128,0.083804509
A10x2190361,A10,12.01010859,2.277463154,1.979567892,9.182879214,0.120576119,0.164159703
A10x2113160,A10,12.41785435,2.227265417,1.71437167,9.867681146,0.151773915,0.186727569
A10x2044606,A10,12.82602422,2.505202745,1.680847059,9.988578494,0.088736917,0.251748065
A10x2007515,A10,13.23398378,2.979615602,1.422433123,10.8189496,0.117710272,0.376395613
A10x1978115,A10,14.06089127,2.758060869,1.302775454,10.31954944,0.199711588,0.687610797
A10x1911647,A10,14.46864051,3.28677525,1.905902045,10.62320571,0.158152771,0.569689506
A10x1904122,A10,15.29554801,3.851826016,2.043495955,10.12842757,0.029054428,0.456205598
A10x1873199,A10,15.70350757,4.508045789,1.659851818,10.74372481,0.014076246,0.207780991
A10x1823015,A10,16.11167743,5.176907494,2.017908035,10.55219246,0.008400241,0.102652718
A10x1742058,A10,16.5198473,5.095350959,2.203117737,11.99603572,0.003496638,0.094358225
A10x1631569,A10,16.92780686,5.67842648,2.678174536,12.70663836,0.002769012,0.220078803
A10x1623273,A10,17.75438048,5.044154602,3.162379153,12.15748862,0.003603854,0.278801858
A10x1374109,A10,18.81705103,4.77888657,3.283552451,12.7174053,0.020278289,0.463481934
A10x1333179,A10,20.31531432,4.190621378,4.032165894,14.30636858,0.009280752,0.233988809
A10x1210725,A10,20.72294017,4.715510675,4.084749567,14.96845344,0.023828733,0.229537375
A10x908379,A10,21.13111004,4.488716532,4.376452759,14.89503474,0.018421015,0.205450794
A10x546716,A10,21.53927913,4.06772477,4.382711723,14.54875404,0.015080844,0.251650578
A10x3856204,A10,21.94723869,3.716373172,4.104091947,15.66046211,0.00272242,0.299452467
A10x4330206,A10,22.77414626,3.411513105,3.919239326,16.67720284,0.034789191,0.179622705
A10x4579597,A10,23.18215832,3.786994707,3.910656878,17.06198362,0.039782609,0.14092194
A10x4765300,A10,23.18215937,3.786995257,3.910656896,17.06198388,0.039782577,0.140921784
A10x5310455,A10,24.00890259,3.182311934,2.624294895,15.42582977,0.025595293,0.325043468
A10x5441591,A10,24.41686233,3.134079947,2.538262311,16.09061717,0.00830526,0.322686193
A10x5702506,A10,24.82503226,2.611180205,3.01967214,15.20853586,0.00152997,0.621552191
A10x5882845,A10,25.23328356,2.85352368,2.996478296,15.08987352,0.02572854,0.719393805
A10x6123804,A10,25.23328461,2.853522712,2.996478493,15.08987186,0.025728497,0.719395495
A10x6430440,A10,26.48912373,3.010253026,3.375541589,14.5231428,0.023424448,0.43414695
A10x6527627,A10,26.89686978,2.697257223,3.442868636,14.18270969,0.077628395,0.571163151
A10x6626061,A10,27.30461555,2.69249256,3.14133532,12.41534728,0.077585061,0.391298736
A10x6937636,A10,28.56060404,2.61130617,3.036120339,12.40085846,0.020726628,0.296139976
A10x7019047,A10,29.38664899,2.349237123,2.573292597,12.83991895,0.127064044,0.295937318
A10x7066041,A10,30.64241992,1.91844796,2.009625084,12.78347234,0.092757834,0.288397612
A10x7116906,A10,31.46889614,1.576476808,1.780370221,12.73777999,0.063993607,0.259430609
A10x7124005,A10,31.8768557,1.672338941,1.59587914,11.58866949,0.113868647,0.220531424
A10x7207245,A10,32.28502557,1.604475097,1.758991766,12.05407653,0.037862619,0.288454099
A10x7375469,A10,32.69319544,1.596154542,1.734365692,12.30230649,0.028773281,0.307294937
A10x7420243,A10,33.1013653,1.381619056,1.771533871,12.1862564,0.006147092,0.235003437
A10x7547315,A10,33.50953517,1.12612975,1.665148879,12.23232525,0.009296591,0.14155893
A10x7550539,A10,33.91770504,1.060730619,1.453615025,11.90575191,0.052495193,0.217732797
A10x7761819,A10,34.3258749,0.880733326,1.349857271,12.06430073,0.090266613,0.161209526
A10x7916185,A10,34.73404477,0.76243116,1.361192242,12.06108128,0.16114233,0.209063328
A10x8046388,A10,35.14221464,0.767089494,1.557495381,13.85451988,0.161734525,0.34607022
A10x8155487,A10,35.55038451,0.73707218,1.385540404,13.14062173,0.079708505,0.357265879
A10x8358832,A10,35.95855437,0.675690825,1.174498193,12.83220217,0.133920821,0.38330793
A10x8389022,A10,36.36672424,0.471981024,0.819290302,11.8387427,0.243555202,0.627484575
A10x8402085,A10,36.77489411,0.39162436,0.772952358,12.62177459,0.269893454,0.547494211
A10x8448374,A10,37.18306398,0.382583177,0.786526061,12.55997875,0.321195941,0.512503688
A10x8474047,A10,37.59080974,0.499587729,0.758738605,12.92821223,0.193895537,0.383797291
A10x8641670,A10,38.84701579,0.515095865,0.819309783,11.76523158,0.066634373,0.622108824
A10x8774086,A10,39.25476155,0.463280828,0.949439803,12.89547067,0.029844728,0.685305967
A10x8912594,A10,39.66293142,0.514442732,1.139254675,13.2048759,0.008056934,0.649312637
A10x8935010,A10,40.07110129,0.421890046,1.138626108,12.91276928,0.005311825,0.493912816
A10x9126825,A10,40.47927116,0.429693204,0.860412172,12.59120028,0.022631233,0.351061739
A10x9187380,A10,40.88744103,0.500606913,0.863661347,14.41591382,1.07E-06,0.545929191
A10x9377221,A10,41.29540058,0.574057094,0.704848616,13.82995427,0.022274111,0.498898936
A10x9620339,A10,42.12209422,0.67211994,0.725309314,14.32837148,0.00230998,0.592842539
A10x9834804,A10,42.94835658,0.549910942,0.686545895,15.1819757,0.011495266,0.555632224
A10x10291096,A10,44.20402886,0.282610527,0.266095373,14.31466206,0.056873207,0.721945984
A10x10663602,A10,45.22119189,0.270381773,0.317499541,12.95682953,0.001486034,0.486527907
A10x10755931,A10,46.23878949,0.233754169,0.249897773,12.7411739,0.002025718,0.429538686
A10x10801873,A10,46.6466537,0.251397237,0.278198741,12.04442893,0.000572364,0.341838629
A10x10829975,A10,47.05439989,0.152069914,0.266679562,11.42613782,0.006845671,0.345661342
A10x11339680,A10,48.3099487,0.16450568,0.017950524,9.800164562,0.000870623,0.494855904
A10x11176662,A10,48.30994975,0.164506068,0.01795052,9.800155807,0.000870593,0.49485585
A10x11003303,A10,48.71713057,0.29157413,0.067883621,9.661355129,0.003278365,0.320867623
A10x11427369,A10,50.41254365,0.30526193,0.053287743,5.706564067,0.000550481,0.01592155
A10x11723254,A10,52.56005063,0.214948628,0.078331268,5.654132288,0.00182197,0.13268498
A10x11852674,A10,52.96671657,0.247360825,0.066225024,5.258685921,0.008353737,0.145976091
A10x11955526,A10,54.66275685,0.223629758,0.042081839,3.844401798,0.0124757,0.06371685
A10x12093873,A10,55.9182993,0.157492712,0.049880101,2.35399281,0.041091207,0.067854575
A10x12178600,A10,56.32604507,0.226488771,0.021759317,2.620713797,0.077184955,0.121676411
A10x12217385,A10,56.73421494,0.168173205,0.023622884,2.61582707,0.144688149,0.16402993
A10x12262515,A10,57.14238481,0.146495008,0.004853334,2.346659511,0.23083421,0.230107685
A10x12302999,A10,57.55055467,0.269035574,0.061635668,2.699121245,0.122727035,0.093490258
A10x12382013,A10,57.95872454,0.287137709,0.101775592,2.94646728,0.222348504,0.087793194
A10x12482693,A10,58.36689441,0.201451186,0.109713188,2.901476425,0.144146601,0.051020087
A10x12500636,A10,58.77506507,0.206532014,0.055135918,2.57444599,0.165080282,0.119056934
A10x12530975,A10,59.18166634,0.167788018,0.113008588,2.108544741,0.15044191,0.172460343
A10x12553762,A10,59.58983758,0.082495539,0.136594835,1.798718607,0.117885384,0.180115788
A10x12574844,A10,59.99622855,0.110588181,0.071553422,2.228631911,0.130986092,0.125100078
A10x12582126,A10,60.82313685,0.063106483,0.134137198,1.766096288,0.131147363,0.047528437
A10x12634808,A10,61.23109641,0.04277141,0.071921683,2.246150168,0.091880971,0.08099825
A10x12674458,A10,61.63926628,0.040876486,0.132878235,2.55061049,0.076691084,0.027482722
A10x12824921,A10,62.04743615,0.042764647,0.140267153,2.462544747,0.090980739,0.022103442
A10x12869963,A10,62.45518191,0.038972077,0.127248231,2.808289561,0.163917496,0.006237424
A10x12980681,A10,63.71138796,0.015430418,0.280925872,2.367006508,0.060147003,0.006883253
A10x12998696,A10,64.11892342,0.030793202,0.195284842,2.211340274,0.009074227,0.002755761
A10x13111909,A10,64.94561705,0.068012488,0.168629215,3.33746686,0.001757356,0.092647476
A10x13186897,A10,65.77231068,0.144296086,0.376224027,3.713850744,0.080131409,0.095954913
A10x13268332,A10,66.18027024,0.028491752,0.222220333,4.2127807,0.063713901,0.125564557
A10x13283694,A10,66.5884401,0.033783463,0.148520309,4.208162287,0.066264894,0.157062102
A10x13298095,A10,66.99660997,0.108459522,0.061045918,4.574590973,0.042018918,0.029927308
A10x13355123,A10,67.40456953,0.105835206,0.056019203,4.718427339,0.053758051,0.036250087
A10x13422306,A10,68.23147702,0.029760236,0.094010547,4.083025241,0.072947096,0.033954457
A10x13439415,A10,68.63879511,0.00714718,0.145240227,3.711540429,0.109602788,0.032732222
A10x13468183,A10,70.33528193,0.001753173,0.328299382,5.594920698,0.082371284,0.025726102
A10x13498852,A10,70.74281033,0.000217433,0.205070213,5.051324632,0.042217152,0.037571116
A10x13499765,A10,71.1505561,0.000236067,0.313364699,4.381992551,0.115170057,0.019455254
A10x13525927,A10,72.40632342,0.133591982,0.399139683,4.813232898,0.066270901,0.435736473
A10x13580234,A10,73.66209073,0.026058651,0.56119764,3.983715445,0.00467521,0.693454313
A10x13586998,A10,74.0698365,0.092108758,0.446417227,3.963454998,0.005287177,0.572027159
A10x13629338,A10,74.47779605,0.231992819,0.343715798,3.653246082,0.029059081,0.628103717
A10x13783386,A10,75.30470355,0.139695752,0.531141,3.760291448,0.028685215,0.454604009
A10x13794350,A10,75.7126631,0.141495908,0.502597816,3.376679623,0.023456991,0.352629245
A10x13834694,A10,76.12083297,0.110796043,0.413881292,3.411047741,0.018183698,0.387056664
A10x14015900,A10,76.52900284,0.224396853,0.56117776,3.040368407,0.033245959,0.258861776
A10x14030028,A10,76.93717271,0.192165042,0.693648451,3.168096489,0.002133531,0.172116393
A10x14034547,A10,77.34534238,0.102666851,0.367656516,2.954979169,0.000368201,0.149368463
A10x14066488,A10,77.75351225,0.219390968,0.27258975,2.978610115,0.032917078,0.121447159
A10x14121561,A10,78.16104065,0.30438727,0.36015805,2.692521756,0.011241537,0.067690312
A10x14153811,A10,79.85752726,0.535970647,0.18756358,1.715161428,0.02213004,0.110394383
A10x14185424,A10,80.26505566,0.428616776,0.150668462,1.239228187,0.022618985,0.078963911
A10x14220630,A10,80.67322553,0.39745927,0.085486836,1.082111144,0.020114968,0.043085733
A10x14251349,A10,81.0813954,0.400698156,0.035345657,1.019480655,0.000136955,0.015942738
A10x14408017,A10,81.48914116,0.369875971,0.031650374,0.935149784,0.001746824,0.011969999
A10x14440359,A10,82.74534722,0.28731097,0.019036349,0.421555591,0.037128852,0.003103039
A10x14515482,A10,83.15309298,0.333155467,0.066188914,0.332268567,0.041269944,0.000378514
A10x14527634,A10,83.56126285,0.344133516,0.02964903,0.186695561,0.010265644,0.002391555
A10x14533000,A10,83.96943271,0.257793368,0.012698075,0.11144671,0.006251409,0.009287808
A10x14559229,A10,84.37760258,0.256747145,0.036161258,0.025672218,0.006207467,0.052179986
A10x14587447,A10,84.78577245,0.239881857,0.026241489,0.011831164,6.17E-05,0.050493455
A10x14650219,A10,85.19373201,0.096755631,0.006967421,0.030328904,0.011364823,0.069883883
A10x14785147,A10,86.0206395,0.082469068,0.023325292,0.098109049,0.004293206,0.106400315
A10x14810423,A10,86.42859906,0.064918887,0.053959871,0.047630539,0.000565139,0.045212036
A10x14814668,A10,86.83676892,0.083276943,0.101185891,0.031938016,0.025016226,0.015077795
A10x14870553,A10,87.24483943,0.085210281,0.031554542,0.047581917,0.00636619,0.000119205
A10x14953646,A10,87.84966469,0.072696416,0.040533446,0.09388209,0.004595973,0.000198143
A10x15048887,A10,89.75811473,0.078896961,0.021172283,0.013837408,0.022787583,0.045555099
A10x15164366,A10,90.58361174,0.024386466,0.073695584,0.032560213,0.001434702,0.02420968
A10x15242088,A10,92.27987713,0.043501131,0.030316235,0.014063312,0.044652564,0.005640483
A10x15265790,A10,92.68719522,0.00443821,0.008209407,0.013961687,0.002891111,0.012831246
A10x15421478,A10,93.51410272,0.000500453,0.006774391,0.003570389,0.00509415,0.014914693
A10x15562247,A10,93.92206227,0.003092282,0.024009115,0.020352841,0.021029505,0.043593026
A10x15645913,A10,94.33023214,0.004086773,0.067174244,0.012975944,0.031898357,0.027195343
A10x15647704,A10,94.7381917,0.005122945,0.112821818,0.000377231,0.009566083,0.008481617
A10x15677138,A10,95.56478837,8.04E-05,0.180163481,0.038588657,0.030137082,7.68E-07
A10x15703794,A10,96.58217068,0.01486563,0.269860174,0.24130634,0.073619666,0.000862968
A10x15770794,A10,97.59976882,0.000243681,0.170697289,0.167874208,0.169153244,0.000593465
A10x15869982,A10,98.00763303,0.015550029,0.301536088,0.116805491,0.214473288,0.058691819
A10x15946324,A10,98.41580258,0.01236807,0.410832654,0.064008265,0.176883052,0.046253243
A10x16027718,A10,98.82397245,0.000622392,0.396532399,0.073275258,0.108327797,0.081018966
A10x16080749,A10,99.23214232,0.003247368,0.361898467,0.111674996,0.071982072,0.129531317
A10x16115802,A10,99.64031219,0.012932953,0.438439538,0.115305011,0.144250963,0.029511381
A10x16192145,A10,100.0484821,0.036201885,0.322903408,0.051709424,0.171666619,0.004174704
A10x16232867,A10,100.4566519,0.051772727,0.436363703,0.069609056,0.246467968,0.002020483
A10x16280379,A10,100.8648219,0.031163849,0.414410791,0.037845763,0.368058501,0.014960199
A10x16318399,A10,101.2477804,0.099307124,0.282654976,0.00715461,0.228935957,0.064247968
